vaccine_date,count
02/01/2021,4242
03/01/2021,0
04/01/2021,0
05/01/2021,0
06/01/2021,0
07/01/2021,0
08/01/2021,0
09/01/2021,0
10/01/2021,0
11/01/2021,0
12/01/2021,0
13/01/2021,0
14/01/2021,0
15/01/2021,0
16/01/2021,0
17/01/2021,0
18/01/2021,0
19/01/2021,566
20/01/2021,4658
21/01/2021,0
22/01/2021,425
23/01/2021,754
24/01/2021,41
25/01/2021,864
26/01/2021,276
27/01/2021,566
28/01/2021,905
29/01/2021,3440
30/01/2021,3002
31/01/2021,5740
